Year Won,Category Won,Who Won?,What Show Was It? (Might Be Same as Last)
2020,Best Direction of a Musical,Alex Timbers,Moulin Rouge! The Musical
2020,Best Choreography,Sonya Tayeh,Moulin Rouge! The Musical
2020,Best Orchestrations,Justin Levine,Moulin Rouge! The Musical
2020,Best Orchestrations,Katie Kresek,Moulin Rouge! The Musical
2020,Best Orchestrations,Charlie Rosen,Moulin Rouge! The Musical
2020,Best Orchestrations,Matt Stine,Moulin Rouge! The Musical
2022,Best Play,The Lehman Trilogy,The Lehman Trilogy
2022,Best Musical, A Strange Loop, A Strange Loop
2022,Best Book of a Musical,Michael R. Jackson, A Strange Loop
2022,Best Original Score,Lucy Moss,SIX
2022,Best Original Score,Toby Marlow,SIX
2022,Best Revival of a Play,Take Me Out,Take Me Out
2022,Best Revival of a Musical,Company,Company
2022,Best Performance by an Actor in a Leading Role in a Play, Simon Russell Beale, The Lehman Trilogy
2022,Best Performance by an Actress in a Leading Role in a Play, Deirdre O'Connell,Dana H.
2022,Best Performance by an Actor in a Leading Role in a Musical,Myles Frost,MJ
2022,Best Performance by an Actress in a Leading Role in a Musical,Joaquina Kalukango,Paradise Square
2022,Best Performance by an Actor in a Featured Role in a Play,Jesse Tyler Ferguson,Take Me Out
2022,Best Performance by an Actress in a Featured Role in a Play,Phylicia Rashad,Skeleton Crew
2022,Best Performance by an Actor in a Featured Role in a Musical,Matt Doyle,Company
2022,Best Performance by an Actress in a Featured Role in a Musical, Patti LuPone,Company
2022,Best Scenic Design of a Play, Es Devlin, The Lehman Trilogy
2022,Best Scenic Design of a Musical,Bunny Christie,Company
2022,Best Costume Design of a Play, Montana Levi Blanco,The Skin of Our Teeth
2022,Best Scenic Design of a Musical,Gabriella Slade,SIX
2022,Best Lighting Design of a Play, Jon Clark,The Lehman Trilogy
2022,Best Lighting Design of a Musical, Natasha Katz,MJ
2022,Best Sound Design of a Play, Mikhail Fiksel,Dana H.
2022,Best Sound Design of a Musical, Gareth Owen,MJ
2022,Best Direction of a Play,Sam Mendes,The Lehman Trilogy
2022,Best Direction of a Musical,Marianne Elliott,Company
2022,Best Choreography, Christopher Wheeldon,MJ
2022,Best Orchestrations, Simon Hale,Girl from the North Country
2023,Best Performance by an Actor in a Leading Role in a Play,Sean Hayes,"Good Night, Oscar"
2023,Best Performance by an Actress in a Leading Role in a Play,Jodie Comer,Prima Facie
2023,Best Performance by an Actor in a Leading Role in a Musical,J. Harrison Ghee,Some Like It Hot
2023,Best Performance by an Actress in a Leading Role in a Musical,Victoria Clark,Kimberly Akimbo
2023,Best Performance by an Actor in a Featured Role in a Play,Brandon Uranowitz,Leopoldstadt
2023,Best Performance by an Actress in a Featured Role in a Play,Miriam Silverman,The Sign in Sidney Brustein's Window
2023,Best Performance by an Actor in a Featured Role in a Musical,Alex Newell,Shucked
2023,Best Performance by an Actress in a Featured Role in a Musical,Bonnie Milligan,Kimberly Akimbo
2023,Best Scenic Design of a Play,Tim Hatley,Life of Pi
2023,Best Scenic Design of a Play,Andrzej Goulding,Life of Pi
2023,Best Scenic Design of a Musical,Beowulf Boritt,"New York, New York"
2023,Best Costume Design of a Play,Brigitte Reiffenstuel,Leopoldstadt
2023,Best Costume Design of a Musical,Gregg Barnes,Some Like It Hot
2023,Best Lighting Design of a Play,Tim Lutkin,Life of Pi
2023,Best Lighting Design of a Musical,Natasha Katz,Sweeney Todd: The Demon Barber of Fleet Street
2023,Best Sound Design of a Play,Carolyn Downing,Life of Pi
2023,Best Sound Design of a Musical,Nevin Steinberg,Sweeney Todd: The Demon Barber of Fleet Street
2023,Best Direction of a Play,Patrick Marber,Leopoldstadt
2023,Best Direction of a Musical,Michael Arden,Parade
2023,Best Choreography,Casey Nicholaw,Some Like It Hot
2023,Best Orchestrations,Charlie Rosen and Bryan Carter,Some Like It Hot
